"StartDate","EndDate","Status","Progress","Duration..in.seconds.","Finished","RecordedDate","RecipientLastName","RecipientFirstName","RecipientEmail","ExternalReference","LocationLatitude","LocationLongitude","DistributionChannel","UserLanguage","Q1","Q2_First.Click","Q2_Last.Click","Q2_Page.Submit","Q2_Click.Count","Q3_1","Q4","Q5","Q6_First.Click","Q6_Last.Click","Q6_Page.Submit","Q6_Click.Count","Q7_2","Q7_26","Q7_27","Q7_3","Q7_4","Q7_5","Q7_7","Q7_8","Q7_11","Q7_12","Q7_DO_2","Q7_DO_26","Q7_DO_27","Q7_DO_3","Q7_DO_4","Q7_DO_5","Q7_DO_7","Q7_DO_8","Q7_DO_11","Q7_DO_12","Q8_First.Click","Q8_Last.Click","Q8_Page.Submit","Q8_Click.Count","Q9_5","Q9_6","Q9_9","Q9_10","Q10_First.Click","Q10_Last.Click","Q10_Page.Submit","Q10_Click.Count","Q11_5","Q11_2","Q11_3","Q11_4","Q12_First.Click","Q12_Last.Click","Q12_Page.Submit","Q12_Click.Count","Q13_1","Q13_2","Q13_3","Q13_4","Q14_First.Click","Q14_Last.Click","Q14_Page.Submit","Q14_Click.Count","Q15_1","Q15_5","Q15_3","Q15_4","Q16_First.Click","Q16_Last.Click","Q16_Page.Submit","Q16_Click.Count","Q18_First.Click","Q18_Last.Click","Q18_Page.Submit","Q18_Click.Count","Q23_1","Q24_First.Click","Q24_Last.Click","Q24_Page.Submit","Q24_Click.Count","Q26_1","Q27_First.Click","Q27_Last.Click","Q27_Page.Submit","Q27_Click.Count","Q32_1","Q33_First.Click","Q33_Last.Click","Q33_Page.Submit","Q33_Click.Count","Q38_1","Q39_First.Click","Q39_Last.Click","Q39_Page.Submit","Q39_Click.Count","Q44_1","Q45_First.Click","Q45_Last.Click","Q45_Page.Submit","Q45_Click.Count","Q46_1","Q47_1","Q48_First.Click","Q48_Last.Click","Q48_Page.Submit","Q48_Click.Count","Q49.1_1","Q49.1_2","Q49.1_3","Q49.1_4","Q49.1_5","Q49.1_6","Q49_DO_1","Q49_DO_2","Q49_DO_3","Q49_DO_4","Q49_DO_5","Q49_DO_6","Q50_First.Click","Q50_Last.Click","Q50_Page.Submit","Q50_Click.Count","Q51.1_1","Q51.1_2","Q51.1_3","Q51.1_4","Q51.1_5","Q52_First.Click","Q52_Last.Click","Q52_Page.Submit","Q52_Click.Count","Q53","Q54","Q55","Q56","Q57_First.Click","Q57_Last.Click","Q57_Page.Submit","Q57_Click.Count","Q58.1_1","Q58.1_2","Q58.1_3","Q58.1_4","Q58.1_5","Q58.1_6","Q59","Q60_First.Click","Q60_Last.Click","Q60_Page.Submit","Q60_Click.Count","Q61","Q62","Q63_First.Click","Q63_Last.Click","Q63_Page.Submit","Q63_Click.Count","Q64","Q65","Q66","Q84_First.Click","Q84_Last.Click","Q84_Page.Submit","Q84_Click.Count","Q67_5","Q67_6","Q67_9","Q67_10","Q68_First.Click","Q68_Last.Click","Q68_Page.Submit","Q68_Click.Count","Q69_5","Q69_2","Q69_3","Q69_4","Q70_First.Click","Q70_Last.Click","Q70_Page.Submit","Q70_Click.Count","Q71_1","Q71_2","Q71_3","Q71_4","Q72_First.Click","Q72_Last.Click","Q72_Page.Submit","Q72_Click.Count","Q73_1","Q73_5","Q73_3","Q73_4","Q74_First.Click","Q74_Last.Click","Q74_Page.Submit","Q74_Click.Count","Q75","Q76_First.Click","Q76_Last.Click","Q76_Page.Submit","Q76_Click.Count","opp","rid","RISN","Q_TotalDuration","gc","term","year","age_group","Q56...Topics","FL_37_DO_TopicISozialeGerechtigkeit.Pre.measurement.done12.","FL_37_DO_TopicIIInnereSicherheit.Pre.measurement.done12.","FL_37_DO_TopicIIIFlüchtlinge.Pre.measurement.done12.","FL_37_DO_TopicIVEuropa.Pre.measurement.done12.","FL_38_DO_TopicISozialeGerechtigkeit.Post.measurement.done12.","FL_38_DO_TopicIIInnereSicherheit.Post.measurement.done12.","FL_38_DO_TopicIIIFlüchtlinge.Post.measurement.done12.","FL_38_DO_TopicIVEuropa.Post.measurement.done12.","TopicISozialeGerechtigkeit.Storypost.done12._DO_Q22","TopicISozialeGerechtigkeit.Storypost.done12._DO_Q24","TopicISozialeGerechtigkeit.Storypost.done12._DO_Q20","TopicISozialeGerechtigkeit.Storypost.done12._DO_Q23","TopicISozialeGerechtigkeit.Storypost.done12._DO_Q19","TopicISozialeGerechtigkeit.Storypost.done12._DO_Q21","TopicIIInnereSicherheit.Storypost.done12._DO_Q32","TopicIIInnereSicherheit.Storypost.done12._DO_Q33","TopicIIInnereSicherheit.Storypost.done12._DO_Q31","TopicIIInnereSicherheit.Storypost.done12._DO_Q30","TopicIIInnereSicherheit.Storypost.done12._DO_Q29","TopicIIInnereSicherheit.Storypost.done12._DO_Q28","TopicIIIFlüchtlinge.Storypost.text.done12._DO_Q36","TopicIIIFlüchtlinge.Storypost.text.done12._DO_Q35","TopicIIIFlüchtlinge.Storypost.text.done12._DO_Q34","TopicIIIFlüchtlinge.Storypost.text.done12._DO_Q37","TopicIIIFlüchtlinge.Storypost.text.done12._DO_Q39","TopicIIIFlüchtlinge.Storypost.text.done12._DO_Q38","TopicIVEuropa.Storypost.text.done12._DO_Q42","TopicIVEuropa.Storypost.text.done12._DO_Q43","TopicIVEuropa.Storypost.text.done12._DO_Q45","TopicIVEuropa.Storypost.text.done12._DO_Q44","TopicIVEuropa.Storypost.text.done12._DO_Q41","TopicIVEuropa.Storypost.text.done12._DO_Q40"
"2017-09-19 16:40:34","2017-09-19 16:48:31","IP Address",100,476,"True","2017-09-19 16:48:31",NA,NA,NA,NA,49.449996948242,7.5332946777344,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1991,"weiblich","Fachhochschulreife",1.145,11.11,12.242,5,8,8,5,8,8,4,5,4,1,2,4,1,2,9,7,10,3,8,6,5,4.654,25.322,25.88,20,10,4,5,10,4.156,15.221,15.808,6,7,5,8,5,4.072,12.657,14.234,8,6,10,6,7,3.268,10.186,10.903,4,6,5,5,0,5.216,15.768,16.719,7,0,0,11.113,0,5,13.219,13.219,15.715,1,5,9.486,14.038,14.769,6,7,7.51,7.51,8.829,1,7,11.16,11.16,33.008,1,7,6.835,15.248,28.523,3,5,8,2.686,7.309,8.818,3,"CDU","","","","","SPD",2,3,5,1,4,6,3.882,9.879,30.012,2,"","Parteivorsitzender der Linken","Bundespräsident","Parteivorsitzender der SPD","Präsident des Deutschen Bundestages",8.054,29.744,30.005,11,"Ja","einer evangelischen Kirche","keine Angabe",66987,2.069,10.204,11.093,5,"Wichtig","Eher unwichtig","Wichtig","Wichtig","Wichtig","Eher unwichtig","Mehrmals die Woche, aber nicht täglich",4.032,14.217,15.231,7,"Ja","Mehrmals täglich",1.93,1.93,3.085,1,"Ja","SPD","",NA,NA,NA,NA,10,6,6,10,4.496,10.867,11.585,6,7,5,7,5,5.283,14.082,15.003,6,6,10,7,7,5.073,12.412,12.98,7,6,5,6,0,3.54,10.638,11.81,4,"Ich habe die Erklärung gelesen.",17.171,17.171,68.453,1,"Qual951-1209Germany1","04B93F8C-489D-E711-813E-121EAC84731D",1238464,476,1,NA,NA,"",NA,3,1,4,2,2,1,4,3,NA,3,NA,2,NA,1,2,3,NA,NA,NA,1,NA,NA,1,NA,2,3,NA,NA,3,2,1,NA
"2017-09-19 16:38:32","2017-09-19 16:48:38","IP Address",100,605,"True","2017-09-19 16:48:39",NA,NA,NA,NA,51.48030090332,7.2183074951172,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1982,"männlich","allgemeine oder fachgebundene Hochschulreife (Abitur)",3.252,22.118,23.054,13,10,10,6,10,10,NA,NA,5,NA,NA,10,3,5,7,9,2,6,4,8,1,8.028,30.337,31.579,29,8,7,3,7,3.568,33.175,34.136,16,10,4,10,10,5.669,19.542,20.686,10,4,7,8,4,3.361,26.524,27.875,15,NA,6,7,3,8.029,28.451,29.815,16,0.7,10.866,11.71,15,8,3.137,41.488,41.904,16,10,4.101,12.251,13.431,8,10,1.742,21.694,22.71,8,10,1.637,27.251,28.236,24,9,3.355,21.971,22.933,12,5,8,9.292,18.12,19.241,6,"CDU","SPD","Die Linke","Bündnis 90/Die Grünen","","SPD",2,3,1,6,4,5,7.945,25.637,30.009,15,"","","Bundespräsident","Parteivorsitzender der SPD","Bundesminister für Entwicklung",5.458,17.444,21.424,6,"Ja","der römisch-katholischen Kirche","2000 bis 2500 Euro",45478,1.868,14.06,18.954,15,"Komplett unwichtig","Komplett unwichtig","Sehr wichtig","Wichtig","Wichtig","Wichtig","Mehrmals täglich",6.811,22.579,23.653,22,"Nein","",NA,NA,NA,NA,"Ja","CDU/CSU","",NA,NA,NA,NA,7,7,3,7,4.391,15.291,16.328,14,10,3,10,10,6.156,16.992,17.89,10,NA,7,8,4,4.809,18.348,19.294,11,4,8,7,3,1.25,12.816,13.724,8,"Ich habe die Erklärung gelesen.",3.393,30.11,31.437,35,"Qual951-1209Germany1","23A0524A-489D-E711-813E-121EAC84731D",1238464,605,1,NA,NA,"",NA,2,3,4,1,4,2,1,3,NA,3,1,2,NA,NA,2,3,NA,NA,NA,1,NA,NA,NA,1,2,3,1,NA,3,2,NA,NA
"2017-09-19 16:35:44","2017-09-19 16:49:11","IP Address",100,806,"True","2017-09-19 16:49:11",NA,NA,NA,NA,49.075607299805,12.199493408203,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1959,"männlich","Haupt-/Volksschulabschluss",2.676,15,18.221,4,7,6,NA,NA,6,NA,NA,NA,NA,NA,2,8,6,5,7,3,9,10,4,1,9.355,57.112,59.469,10,10,1,5,10,9.23,37.839,39.939,4,8,3,10,10,13.838,36.543,38.123,5,2,10,10,7,19.272,45.322,47.195,5,2,8,9,3,17.411,43.788,45.387,6,0,0,15.616,0,2,29.115,29.115,30.514,1,2,23.034,23.034,25.351,1,5,27.102,27.102,28.477,1,5,13.354,13.354,23.071,1,2,35.044,35.044,36.387,1,3,5,13.204,25.455,27.178,2,"CDU","","Bündnis 90/Die Grünen","Bündnis 90/Die Grünen","AfD","SPD",1,6,2,5,3,4,6.656,24.371,30.005,5,"Parteivorsitzender der Linken","Bundesminister für Entwicklung","","","",8.715,29.135,30.004,4,"Ja","keiner","500 bis 800 Euro",34454,3.229,20.513,26.435,5,"Wichtig","Eher unwichtig","Wichtig","Komplett unwichtig","Sehr wichtig","Wichtig","Einmal am Tag",9.39,31.477,32.861,7,"Ja","Einmal am Tag",7.048,7.048,9.974,1,"Nein","","",NA,NA,NA,NA,10,3,3,10,7.563,30.217,31.504,5,8,3,10,10,8.203,25.479,26.823,6,3,10,10,6,8.482,26.79,27.986,5,3,10,8,3,6.579,24.978,26.406,5,"Ich habe die Erklärung gelesen.",78.359,78.359,79.95,1,"Qual951-1209Germany1","D4EF89E4-479D-E711-813E-121EAC84731D",1238464,806,1,NA,NA,"",NA,3,4,1,2,2,1,4,3,NA,3,NA,2,NA,1,2,3,NA,NA,NA,1,NA,1,NA,NA,2,3,NA,NA,3,2,1,NA
"2017-09-19 16:34:52","2017-09-19 16:49:16","IP Address",100,863,"True","2017-09-19 16:49:16",NA,NA,NA,NA,49.845397949219,9.6036071777344,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1967,"männlich","Realschulabschluss (Mittlere Reife)",2.464,10.494,13.185,4,7,8,NA,7,8,NA,8,NA,NA,NA,6,4,1,2,10,9,5,3,8,7,28.922,63.809,65.946,11,10,3,10,0,6.232,28.125,30.418,4,10,0,10,7,12.568,37.731,39.031,4,0,10,10,10,9.606,31.917,33.293,7,10,10,10,10,21.468,35.871,37.086,4,0,0,29.762,0,5,36.887,36.887,38.469,1,8,39.256,39.256,40.64,1,3,38.261,38.261,39.723,1,8,90.805,93.308,95.072,3,5,61.726,61.726,63.644,1,3,10,10.141,19.898,20.895,3,"CDU","CDU","Bündnis 90/Die Grünen","Bündnis 90/Die Grünen","AfD","SPD",6,3,5,1,2,4,11.688,26.098,30.003,6,"Parteivorsitzender der Linken","Bundesminister für Entwicklung","Bundespräsident","Parteivorsitzender der SPD","Präsident des Deutschen Bundestages",3.318,27.855,30.001,11,"Ja","keiner","2500 bis 3000 Euro",97877,2.331,15.574,20.478,4,"Komplett unwichtig","Komplett unwichtig","Sehr wichtig","Wichtig","Sehr wichtig","Eher unwichtig","Mehrmals täglich",10.376,31.574,32.694,8,"Nein","",NA,NA,NA,NA,"Ja","Die Linke","",NA,NA,NA,NA,10,3,10,0,4.1,21.668,23.125,6,10,0,10,7,6.593,19.465,20.84,5,0,10,10,10,8.991,21.196,22.297,4,10,10,10,10,4.279,13.469,14.474,4,"",0,0,74.389,0,"Qual951-1209Germany1","0B6F97C6-479D-E711-813E-121EAC84731D",1238464,863,1,NA,NA,"",NA,3,4,2,1,4,2,1,3,NA,3,1,2,NA,NA,2,3,1,NA,NA,NA,1,NA,NA,NA,2,3,NA,1,3,2,NA,NA
"2017-09-19 16:26:24","2017-09-19 16:49:21","IP Address",100,1377,"True","2017-09-19 16:49:22",NA,NA,NA,NA,49.483703613281,7.0368957519531,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1985,"männlich","Fachhochschulreife",35.831,43.349,44.503,4,4,6,3,3,5,4,6,4,3,1,7,3,6,4,2,5,1,9,8,10,27.356,43.396,44.271,15,6,7,5,1,43.349,49.829,50.741,6,6,7,7,6,2.681,5.189,6.078,5,5,8,7,8,30.418,39.767,41.066,9,3,2,4,5,29.666,34.14,34.828,7,0,0,48.306,0,7,57.36,58.685,59.103,3,9,23.522,24.435,24.984,3,6,15.225,15.968,16.44,2,6,149.145,149.983,150.353,2,7,45.815,45.815,46.529,1,6,8,220.561,226.567,227.367,6,"","","","","","",2,4,1,6,3,5,0,0,30.614,0,"","","","","",0,0,30.001,0,"Ja","keiner","2000 bis 2500 Euro",66636,43.346,53.369,56.81,4,"Wichtig","Eher unwichtig","Wichtig","Wichtig","Eher unwichtig","Eher unwichtig","Mehrmals täglich",1.688,85.248,86.035,8,"Ja","Einmal am Tag",88.709,89.997,90.398,2,"Ja","FDP","",NA,NA,NA,NA,3,7,6,3,2.246,15.609,16.924,8,7,8,7,7,6.493,18.726,19.313,6,0,10,8,8,18.61,25.58,26.552,7,NA,7,6,NA,6.302,17.728,18.432,5,"Ich habe die Erklärung gelesen.",29.408,29.408,30.981,1,"Qual951-1209Germany1","FF561995-469D-E711-813E-121EAC84731D",1238464,1377,1,NA,NA,"",NA,1,4,3,2,4,3,2,1,NA,3,1,2,NA,NA,2,3,NA,NA,1,NA,NA,NA,1,NA,2,3,NA,NA,3,2,NA,1
"2017-09-19 16:37:23","2017-09-19 16:49:33","IP Address",100,729,"True","2017-09-19 16:49:34",NA,NA,NA,NA,47.759292602539,8.8403015136719,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1964,"männlich","Fachhochschulreife",2.854,21.825,23.61,15,8,7,8,7,5,NA,5,NA,NA,NA,6,2,5,4,1,10,3,7,9,8,7.308,46.798,47.524,29,5,5,6,2,6.986,55.655,56.975,17,7,4,9,6,5.068,20.07,21.779,5,7,3,3,2,33.069,50.997,52.175,9,2,8,4,2,11.453,25.419,27.613,5,0,0,14.07,0,9,11.621,16.273,17.766,15,10,8.385,11.906,13.317,8,0,9.75,17.301,19.076,12,2,8.894,33.191,34.913,19,7,8.895,17.882,23.805,19,4,8,52.912,59.589,60.984,8,"CDU","CDU","AfD","Bündnis 90/Die Grünen","AfD","SPD",1,4,5,2,3,6,7.217,25.832,27.749,6,"Parteivorsitzender der Linken","Parteivorsitzender der Linken","Bundespräsident","Parteivorsitzender der SPD","Präsident des Deutschen Bundestages",5.273,28.186,30.006,10,"Ja","einer evangelischen Kirche","2500 bis 3000 Euro",78224,2.78,17.021,20.963,8,"Eher unwichtig","Eher unwichtig","Komplett unwichtig","Wichtig","Wichtig","Wichtig","Mehrmals täglich",4.809,22.565,23.885,22,"Ja","Einmal am Tag",3.237,6.495,8.05,7,"Ja","SPD","",NA,NA,NA,NA,4,4,6,2,6.457,23.831,25.889,10,7,4,7,4,5.572,16.411,17.932,4,7,2,2,2,4.646,16.9,18.615,7,2,7,6,2,5.202,16.997,18.725,6,"Ich habe die Erklärung gelesen.",5.188,49.558,52.463,31,"Qual951-1209Germany1","0957690E-489D-E711-813E-121EAC84731D",1238464,729,1,NA,NA,"",NA,2,1,3,4,1,2,3,4,1,3,NA,2,NA,NA,2,3,NA,1,NA,NA,1,NA,NA,NA,2,3,NA,NA,3,2,NA,1
"2017-09-19 16:41:51","2017-09-19 16:50:18","IP Address",100,506,"True","2017-09-19 16:50:19",NA,NA,NA,NA,51.503204345703,7.0072937011719,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1965,"weiblich","Realschulabschluss (Mittlere Reife)",1.459,10.129,11.544,5,6,6,6,5,NA,NA,NA,NA,NA,NA,5,8,9,1,2,4,7,10,3,6,13.746,41.128,42.24,17,10,0,6,10,3.453,14.08,15.094,6,10,3,10,10,3.95,12.465,13.386,7,3,10,6,6,5.059,21.496,22.64,9,NA,5,6,10,6.069,20.037,21.208,7,0,0,15.371,0,5,4.774,12.046,16.423,4,5,2.792,6.97,15.041,3,7,4.847,8.55,9.63,3,1,3.896,8.687,21.179,4,5,6.618,16.858,21.545,5,5,1,4.283,9.108,10.576,4,"CDU","CDU","AfD","Bündnis 90/Die Grünen","CSU","SPD",2,3,1,4,5,6,4.983,27.796,30.001,10,"Bundesminister für Entwicklung","Parteivorsitzender der Linken","Parteivorsitzender der SPD","Parteivorsitzender der SPD","Präsident des Deutschen Bundestages",4.095,29.959,30.004,15,"Ja","einer evangelischen Kirche","1100 bis 1500 Euro",59348,2.184,14.542,18.328,7,"Eher unwichtig","Komplett unwichtig","Wichtig","Eher unwichtig","Wichtig","Komplett unwichtig","Mehrmals die Woche, aber nicht täglich",14.361,30.127,31.441,9,"Ja","Stündlich",1.468,2.939,3.736,2,"Ich weiß es noch nicht","SPD","",NA,NA,NA,NA,10,0,6,10,3.761,11.503,12.413,5,10,3,10,10,3.298,12.714,13.481,6,3,10,6,6,3.731,18.049,18.914,6,NA,5,6,10,3.892,13.513,14.413,6,"Ich habe die Erklärung gelesen.",16.522,41.343,42.78,2,"Qual951-1209Germany1","A59614BC-489D-E711-813E-121EAC84731D",1238464,506,1,NA,NA,"",NA,4,3,2,1,2,3,4,1,NA,3,NA,2,NA,1,2,3,NA,1,NA,NA,NA,NA,1,NA,2,3,1,NA,3,2,NA,NA
"2017-09-19 16:41:37","2017-09-19 16:50:47","IP Address",100,549,"True","2017-09-19 16:50:48",NA,NA,NA,NA,52.266693115234,8.0500030517578,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1996,"weiblich","Haupt-/Volksschulabschluss",0.839,9.414,10.358,4,NA,9,NA,NA,NA,NA,NA,4,NA,NA,8,5,10,6,7,2,3,4,9,1,2.764,17.52,18.066,16,3,NA,NA,NA,2.943,5.088,5.814,4,NA,NA,NA,NA,1.243,4.434,5.76,6,NA,NA,NA,NA,1.121,3.176,6.248,6,NA,NA,NA,NA,0.952,4.015,8.286,7,0,0,14.726,0,1,3.395,3.395,16.442,1,3,1.767,1.767,148.17,1,4,1.703,1.703,9.723,1,5,2.804,3.13,21.407,2,4,2.104,2.559,21.124,2,5,2,7.362,9.777,10.572,3,"CDU","Die Linke","","Bündnis 90/Die Grünen","","SPD",6,2,3,4,5,1,4.975,27.083,30.004,4,"Parteivorsitzender der Linken","Präsident des Deutschen Bundestages","Bundesminister für Entwicklung","Parteivorsitzender der SPD","Bundespräsident",1.399,23.035,23.736,12,"Ja","keiner","1500 bis 2000 Euro",49124,2.54,12.251,14.586,4,"Wichtig","Sehr wichtig","Eher unwichtig","Komplett unwichtig","Eher unwichtig","Komplett unwichtig","Einmal pro Woche oder weniger",3.556,13.988,14.742,7,"Ja","Stündlich",1.118,1.118,2.91,1,"Ja","SPD","",NA,NA,NA,NA,8,0,1,NA,4.174,15.325,16.091,5,10,0,10,8,3.244,12.303,12.886,4,0,9,10,8,4.77,14.493,14.833,5,7,NA,NA,10,3.089,13.547,14.134,6,"Ich habe die Erklärung gelesen.",3.353,3.353,71.46,1,"Qual951-1209Germany1","E2C51BB6-489D-E711-813E-121EAC84731D",1238464,549,1,NA,NA,"",NA,1,3,2,4,3,2,1,4,NA,3,NA,2,NA,1,2,3,1,NA,NA,NA,1,NA,NA,NA,2,3,NA,1,3,2,NA,NA
"2017-09-19 16:36:22","2017-09-19 16:51:06","IP Address",100,883,"True","2017-09-19 16:51:06",NA,NA,NA,NA,52.498794555664,13.325698852539,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1973,"männlich","Fachhochschulreife",268.111,304.17,305.465,12,7,6,6,3,9,5,4,5,4,4,2,1,5,6,10,3,7,4,8,9,5.187,43.676,44.097,26,6,5,6,5,1.486,33.869,34.972,17,7,7,9,7,1.536,44.93,46.642,22,5,6,7,7,2.336,39.622,41.002,8,7,8,6,3,12.912,39.433,40.532,14,12.914,13.075,13.759,2,5,11.972,37.133,37.801,9,5,1.776,6.146,8.764,5,5,6.932,7.361,9.179,2,4,7.651,7.651,24.845,1,4,18.721,18.721,21.085,1,6,4,2.025,4.282,6.179,3,"","","","","","",3,2,1,6,5,4,4.444,10.388,30.112,3,"Präsident des Deutschen Bundestages","Präsident des Deutschen Bundestages","Bundesminister für Entwicklung","Parteivorsitzender der Linken","Bundesminister für Entwicklung",7.494,27.644,30.003,27,"Ja","der römisch-katholischen Kirche","über 3500",13507,4.053,11.645,18.192,7,"Wichtig","Eher unwichtig","Sehr wichtig","Wichtig","Eher unwichtig","Wichtig","Mehrmals täglich",2.897,25.775,28.114,9,"Ja","Einmal am Tag",5.958,5.958,7.216,1,"Ja","CDU/CSU","",NA,NA,NA,NA,7,6,3,NA,0.666,5.548,6.313,11,7,7,6,6,4.144,11.928,13.544,9,4,6,4,8,0.522,5.606,6.587,9,6,4,7,7,1.14,5.73,5.995,10,"Ich habe die Erklärung gelesen.",3.609,24.108,33.406,12,"Qual951-1209Germany1","F38D70FC-479D-E711-813E-121EAC84731D",1238464,883,1,NA,NA,"",NA,3,1,4,2,3,1,4,2,NA,3,NA,2,NA,1,2,3,NA,NA,NA,1,NA,NA,1,NA,2,3,NA,NA,3,2,1,NA
"2017-09-19 16:41:09","2017-09-19 16:51:17","IP Address",100,607,"True","2017-09-19 16:51:17",NA,NA,NA,NA,51.460998535156,7.4837036132812,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1964,"weiblich","allgemeine oder fachgebundene Hochschulreife (Abitur)",1.982,12.179,13.624,5,10,10,10,10,10,10,10,10,10,10,3,4,9,1,10,7,2,5,6,8,8.917,36.043,37.198,18,10,10,10,10,19.155,25.922,68.415,5,10,10,10,10,2.6,7.352,8.663,4,10,10,10,10,2.257,9.173,10.417,5,10,10,10,10,1.914,5.945,7.802,4,0,0,20.666,0,10,6.719,6.719,26.426,1,10,4.953,4.953,39.387,1,10,3.826,3.826,18.015,1,10,19.655,36.592,39.716,2,10,4.239,4.239,29.257,1,10,10,2.409,4.963,6.549,3,"CDU","CSU","Bündnis 90/Die Grünen","","FDP","SPD",5,3,1,4,6,2,8.806,28.157,30.009,5,"","","Präsident des Deutschen Bundestages","Parteivorsitzender der SPD","",2.05,23.154,24.47,8,"Ja","keiner","2000 bis 2500 Euro",NA,2.154,15.438,18.877,3,"Sehr wichtig","Sehr wichtig","Sehr wichtig","Sehr wichtig","Sehr wichtig","Sehr wichtig","Mehrmals täglich",6.795,13.952,16.939,7,"Ja","Einmal am Tag",2.652,2.652,9.65,1,"Ja","CDU/CSU","",NA,NA,NA,NA,10,10,10,10,17.725,23.641,24.943,6,10,10,10,10,1.916,7.756,9.049,5,10,10,10,10,2.005,7.765,8.986,6,10,10,10,10,1.72,6.872,7.952,5,"Ich habe die Erklärung gelesen.",19.303,19.303,33.877,1,"Qual951-1209Germany1","04CE2F9E-489D-E711-813E-121EAC84731D",1238464,607,1,NA,NA,"",NA,3,1,4,2,4,2,3,1,NA,3,NA,2,1,NA,2,3,1,NA,NA,NA,NA,NA,NA,1,2,3,NA,NA,3,2,1,NA
"2017-09-19 16:32:14","2017-09-19 16:51:26","IP Address",100,1152,"True","2017-09-19 16:51:26",NA,NA,NA,NA,52.516693115234,9.0666961669922,"anonymous","DE","Ich bin einverstanden.",NA,NA,NA,NA,1965,"weiblich","Realschulabschluss (Mittlere Reife)",1.852,14.14,16.514,7,9,8,9,NA,8,NA,NA,NA,8,NA,1,2,5,4,10,7,9,6,8,3,11.537,39.791,40.686,24,10,0,8,NA,7.664,31.586,32.519,11,10,0,10,10,243.968,257.64,258.604,7,5,9,10,10,7.577,26.195,27.198,12,9,1,9,10,33.774,48.149,49.144,9,29.74,29.74,32.4,1,10,2.823,23.743,24.574,13,5,7.767,30.759,31.654,10,10,29.669,42.835,43.711,8,10,18.671,109.296,110.104,13,8,25.863,79.431,80.297,15,10,8,14.803,20.25,21.022,3,"","","","AfD","","SPD",6,4,5,2,3,1,12.004,28.065,30.919,9,"Bundesminister für Entwicklung","Parteivorsitzender der Linken","","","",4.913,21.492,30.087,10,"Ja","keiner","800 bis 1100 Euro",31592,3.009,14.835,20.518,11,"Wichtig","Wichtig","Sehr wichtig","Sehr wichtig","Sehr wichtig","Sehr wichtig","Mehrmals täglich",28.841,45.955,47.157,21,"Ja","Mehrmals täglich",3.102,3.152,4.162,2,"Ja","CDU/CSU","",NA,NA,NA,NA,10,1,8,8,9.907,24.101,24.978,10,10,0,10,10,9.073,18.008,18.761,10,3,10,10,10,32.484,46.899,47.738,17,10,2,10,10,2.951,17.576,18.264,7,"Ich habe die Erklärung gelesen.",20.062,28.032,31.274,10,"Qual951-1209Germany1","3251D166-479D-E711-813E-121EAC84731D",1238464,1152,1,NA,NA,"",NA,1,4,3,2,4,2,1,3,NA,3,NA,2,1,NA,2,3,NA,NA,NA,1,NA,NA,1,NA,2,3,NA,NA,3,2,1,NA
